t_k.nr;t_knavn;t_fnavn;t_sone;k_innbyggere;k_areal;k_ansatte;k_tilskudd;k_språk;k_slagord;f_slagord;k_lat;k_lon;k_lon_decimal;k_lat_decimal;h_id;h_navn;h_operatør;h_type;h_url;h_lat;h_lon
1860;Vestvågøy;Nordland;NO4;11 612;424;2628; 448 098,72 ; nøytral ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"13° 46' 26,216"" E";"68° 12' 45,713"" N";13,773949;68,212698;1356403727;Trollstua;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/trollstua;63,1594411;8,0205261
1816;Vevelstad;Nordland;NO4;473;539;76; 54 944,69 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"12° 42' 7,665"" E";"65° 38' 24,362"" N";12,702129;65,640101;1356403737;Trulsbu;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/trulsbu;61,7383804;7,9390799
4639;Vik;Vestland;NO5;2 553;833;548; 120 961,73 ; nynorsk ;;0;"6° 32' 35,603"" E";"61° 1' 17,307"" N";6,543223;61,021474;1356403746;Tverrlihytta;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/tverrlihytta;63,0670928;8,6201557
1160;Vindafjord;Rogaland;NO5;9 007;621;2111; 348 491,81 ; nynorsk ;Vital & sentral;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"5° 47' 58,463"" E";"59° 32' 49,303"" N";5,799573;59,547029;1356403759;Tyssenaustet;Ålesund-Sunnmøre Turistforening;ubetjent;https://ut.no/hytte/tyssenaustet;62,0939406;6,6070093
4036;Vinje;Telemark;NO1;3 855;3106;866; 172 424,38 ; nynorsk ;;Visjonar: vær modig, vær imøtekommende, vær troverdig;"7° 43' 43,864"" E";"59° 49' 17,174"" N";7,728851;59,821437;1356403779;Store Tømtehytta;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/10777/store-tmtehytta;60,0512453;10,7610489
1577;Volda;Møre og Romsdal;NO3;10 980;877;2316; 413 156,90 ; nynorsk ;;Ein tydeleg medspelar;"6° 16' 35,023"" E";"62° 3' 14,455"" N";6,276395;62,054015;1356403799;Vangshaugen;Kristiansund og Nordmøre Turistforening;betjent;https://ut.no/hytte/vangshaugen;62,543529;8,9555614
4621;Voss;Vestland;NO5;16 432;2042;3780; 660 401,61 ; nynorsk ;;0;"6° 28' 8,344"" E";"60° 41' 12,359"" N";6,468984;60,686766;1356403814;Vassdalstjørn;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/vassdalstjoern;59,3973498;6,9729826
1857;Værøy;Nordland;NO4;669;19;133; 68 332,01 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"12° 39' 54,596"" E";"67° 40' 23,387"" N";12,665166;67,673163;1356403832;Vassfarkoia;Ringerikes Turistforening;ubetjent;https://ut.no/hytte/vassfarkoia;60,4958497;9,4686697
1865;Vågan;Nordland;NO4;9 865;479;2432; 375 446,82 ; nøytral ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"14° 34' 2,696"" E";"68° 17' 14,965"" N";14,567416;68,28749;1356403843;Vasstindbu;Molde og Romsdals Turistforening;ubetjent;https://ut.no/hytte/vasstindbu;62,6305506;7,9845594
3435;Vågå;Innlandet;NO1;3 530;1330;669; 160 145,38 ; nynorsk ;Våken og Vågal i Vågå;Eventyrlige muligheter;"8° 57' 5,211"" E";"61° 40' 20,829"" N";8,951447;61,672452;1356403851;Vatnane;Bergen Turlag;ubetjent;https://ut.no/hytte/vatnane;61,0229098;6,3246844
3114;Våler;Østfold;NO1;6 132;257;1713; 218 919,54 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"11° 57' 4,212"" E";"60° 47' 4,859"" N";11,95117;60,784683;1356403866;Vending Turisthytte;Bergen Turlag;selvbetjent;https://www.ut.no/hytte/3.2031/;60,4740691;6,0752157
3419;Våler;Innlandet;NO1;3 580;705;609; 161 141,89 ; bokmål ;;Eventyrlige muligheter;"11° 57' 4,212"" E";"60° 47' 4,859"" N";11,95117;60,784683;1356403873;Veslebu;Stavanger Turistforening;ubetjent;https://ut.no/hytte/veslebu;58,9874281;6,1355266
1868;Øksnes;Nordland;NO4;4 596;320;984; 196 330,67 ; nøytral ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"15° 3' 20,414"" E";"68° 52' 5,984"" N";15,055671;68,868329;1356403880;Vesterås;;ubetjent;https://ut.no/hytte/vesteraas;60,5707292;10,8479883
5057;Ørland;Trøndelag;NO4;10 567;457;2457; 421 684,92 ; bokmål ;;Midt i hjertet, midt i Norge;"9° 50' 22,111"" E";"63° 47' 36,075"" N";9,839475;63,793354;1356403887;Vetledalseter;;ubetjent;https://ut.no/hytte/10934/vetledalseter;61,8450712;7,1861445
1520;Ørsta;Møre og Romsdal;NO3;11 029;662;2534; 401 969,88 ; nynorsk ;hjartet av Sunnmørsalpane;Ein tydeleg medspelar;"6° 20' 28,651"" E";"62° 13' 38,668"" N";6,341292;62,227408;1356403896;Vigdalstøl;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/vigdalstoel;61,5188429;7,3619192
3442;Østre Toten;Innlandet;NO1;14 842;563;3392; 499 432,07 ;#I/T;#I/T;Eventyrlige muligheter;#I/T;#I/T;;;1356403905;Viglesdalen;Stavanger Turistforening;ubetjent;https://ut.no/hytte/viglesdalen;59,1593824;6,4502971
3314;Øvre Eiker;Buskerud;NO1;20 844;457;5400; 678 316,87 ;#I/T;#I/T;Buskerud fylkeskommune skaper resultater gjennom samhandling. Verdiar: Raushet, åpenhet, mot, entusiasme;#I/T;#I/T;;;1356403916;Vinddalen;Stavanger Turistforening;stengt;https://ut.no/hytte/101053/vinddalen;58,9617762;6,3265032
3440;Øyer;Innlandet;NO1;5 121;640;1104; 212 066,30 ; nøytral ;;Eventyrlige muligheter;"10° 32' 9,475"" E";"61° 19' 11,414"" N";10,535965;61,319837;1356403934;Vokterboligen;Narvik og Omegn Turistforening;ubetjent;https://ut.no/hytte/vokterboligen;68,4042148;17,9855164
4626;Øygarden;Vestland;NO5;40 036;315;10147; 1 286 615,59 ; nynorsk ;;0;"5° 0' 33,825"" E";"60° 21' 33,593"" N";5,009396;60,359331;1356403936;Vollasetra;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/10804/vollasetra;62,5794918;9,1245238
3453;Øystre Slidre;Innlandet;NO1;3 306;969;699; 138 782,04 ;#I/T;#I/T;Eventyrlige muligheter;#I/T;#I/T;;;1356403947;Vålet;;ubetjent;https://ut.no/hytte/vaalet;60,2786936;12,4779623
5058;Åfjord;Trøndelag;NO4;4 331;1329;848; 223 958,52 ; nøytral ;Kom til Åfjord, da vel![treng kjelde];Midt i hjertet, midt i Norge;"10° 23' 33,872"" E";"64° 1' 55,443"" N";10,392742;64,032067;1356403964;Øvre Fjellstul;Kongsberg og Omegns Turistforening;ubetjent;https://ut.no/hytte/3.1747/;59,945703;9,0930136
3328;Ål;Buskerud;NO1;4 860;1175;1032; 197 835,09 ; nynorsk ;;Buskerud fylkeskommune skaper resultater gjennom samhandling. Verdiar: Raushet, åpenhet, mot, entusiasme;"8° 23' 16,345"" E";"60° 42' 42,706"" N";8,387874;60,711863;1356403973;Øyuvsbu;DNT Sør;selvbetjent;https://ut.no/hytte/oeyuvsbu;59,0243471;7,2367089
1508;Ålesund;Møre og Romsdal;NO3;58 799;371;15872; 1 815 905,43 ; nøytral ;;Ein tydeleg medspelar;"6° 39' 53,443"" E";"62° 30' 9,140"" N";6,664845;62,502539;1356457768;Fjellvassbu;;ubetjent;https://ut.no/hytte/fjellvassbu/;60,9504499;5,7943601
4217;Åmli;Agder;NO2;1 803;1131;302; 114 836,51 ; nynorsk ;Bygda for alle / Ei livskraftig kjempe/...med litt betre tid til å leve...;0;"8° 20' 21,517"" E";"58° 48' 13,950"" N";8,33931;58,803875;1356459139;Sylvarnes;;ubetjent;https://ut.no/hytte/sylvarnes;61,0939468;6,2953302
3422;Åmot;Innlandet;NO1;4 213;1340;909; 170 512,73 ; bokmål ;;Eventyrlige muligheter;"11° 29' 57,676"" E";"61° 15' 17,960"" N";11,499354;61,254989;1606964723;Skorgedalsbu;Molde og Romsdals Turistforening;selvbetjent;https://ut.no/hytte/skorgedalsbu;62,5968124;7,6352083
4643;Årdal;Vestland;NO5;5 214;977;1270; 236 320,14 ; nynorsk ;;0;"7° 48' 50,787"" E";"61° 17' 34,485"" N";7,814107;61,292912;2066129571;Sandfløten;Hamar og Hedemarken Turistforening;ubetjent;https://ut.no/hytte/101060;61,0697173;11,1699911
3218;Ås;Akershus;NO1;22 050;103;5989; 632 321,70 ; nøytral ;miljø, mangfold og muligheter;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"10° 47' 5,035"" E";"59° 40' 40,771"" N";10,784732;59,677992;2789009843;Lufsjå;DNT Oslo og Omegn;selvbetjent;https://www.ut.no/hytte/3.1584/;60,1443014;8,7987062
4224;Åseral;Agder;NO2;927;888;163; 58 052,32 ; nynorsk ;Ei positiv kraft;0;"7° 23' 59,771"" E";"58° 41' 58,480"" N";7,399936;58,699578;2816789355;Gramstad;;ubetjent;https://ut.no/hytte/gramstad;58,8842518;5,7991103
3418;Åsnes;Innlandet;NO1;7 314;1041;1255; 293 099,85 ; bokmål ;;Eventyrlige muligheter;"12° 10' 2,455"" E";"60° 39' 0,555"" N";12,167349;60,650154;2895902384;Lysefjorden turisthytte;Stavanger Turistforening;betjent;https://ut.no/hytte/101055/lysefjorden-turisthytte;59,0549031;6,6486725
3226;;Akershus;NO1;18 205;1145;4455; 633 321,33 ;#I/T;#I/T;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;#I/T;#I/T;11,206162;59,947695;2971979832;Jonstøl;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/3.2443/;59,5609726;6,8590903
;;;;;;;;;;;;;;;3108548206;Lageråkvisla;Hamar og Hedemarken Turistforening;ubetjent;https://ut.no/hytte/lageraakvisla;60,9245005;11,1947995
;;;;;;;;;;;;;;;3112456260;Skridulaupbu;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/skridulaupbu;61,9032888;7,6057552
;;;;;;;;;;;;;;;3112456269;Veltdalshytta;Ålesund-Sunnmøre Turistforening;selvbetjent;https://ut.no/hytte/veltdalshytta;62,1593708;7,7206681
;;;;;;;;;;;;;;;3114489678;Øyungshytta;Hamar og Hedemarken Turistforening;selvbetjent;https://ut.no/hytte/101295;61,2189838;10,9326912
;;;;;;;;;;;;;;;3125297665;Bellingstua;Nord-Trøndelag Turistforening;selvbetjent;https://www.ut.no/hytte/3.1616/;63,6828675;12,2614124
;;;;;;;;;;;;;;;3169293543;Slettningsbu;DNT Oslo og Omegn;selvbetjent;https://www.ut.no/hytte/3.1980/;61,2457713;8,1292303
;;;;;;;;;;;;;;;3577262281;Brandstadbu;Molde og Romsdals Turistforening;ubetjent;https://ut.no/hytte/brandstadbu;62,6340821;8,2971544
;;;;;;;;;;;;;;;3579325678;Koboltkoia;Drammens og Oplands Turistforening;ubetjent;;59,9791746;9,8659458
;;;;;;;;;;;;;;;3791845276;Gullhorgabu;Bergen og Hordaland Turlag;;;60,5007664;5,9601822
;;;;;;;;;;;;;;;3792043284;Breidablik;Bergen og Hordaland Turlag;selvbetjent;;60,4660796;6,1255491
;;;;;;;;;;;;;;;3812829663;Børsteinen;Stavanger Turistforening;ubetjent;https://ut.no/hytte/boersteinen;59,0349174;6,8065227
;;;;;;;;;;;;;;;3986724650;Sandhaug;DNT Oslo og Omegn;betjent;https://ut.no/hytte/sandhaug;60,1839337;7,4818894
;;;;;;;;;;;;;;;3997897233;Holmavatnhytta;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/holmavatn;59,705892;7,1252406
;;;;;;;;;;;;;;;3998151837;Bleskestadmoen;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/bleskestadmoen;59,6258262;6,9840852
;;;;;;;;;;;;;;;4148859174;Krokan;;;https://ut.no/hytte/krokan-turisthytte;59,8660539;8,4733245
;;;;;;;;;;;;;;;4215896868;Sauvasshytta;Rana Turistforening;ubetjent;https://ut.no/hytte/sauvasshytta;66,1865693;14,7508782
;;;;;;;;;;;;;;;4516132194;Mæhlumsetra;;ubetjent;https://ut.no/hytte/maehlumsetra;60,7202114;10,5035074
;;;;;;;;;;;;;;;4523282226;Nydalshytta;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/10595/nydalshytta;60,0241512;10,8409804
;;;;;;;;;;;;;;;4770274456;Reinheim;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/10918/reinheim;62,3411774;9,3561922
;;;;;;;;;;;;;;;4770275398;Dindalshytta;Trondhjems Turistforening;selvbetjent;https://ut.no/hytte/dindalshytta;62,5400207;9,3411202
;;;;;;;;;;;;;;;4770276007;Vassendsetra;Trondhjems Turistforening;selvbetjent;https://ut.no/hytte/vassendsetra;62,7134496;9,1951681
;;;;;;;;;;;;;;;4770276323;Åmotdalshytta;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/101147/amotdalshytta;62,3592608;9,1975064
;;;;;;;;;;;;;;;5506489896;Stordalsbu;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/stordalsbu;60,06013;8,0815105
;;;;;;;;;;;;;;;5618358305;Kvipt Gjestegard;;betjent;https://www.kvipt.no/;59,0633415;7,9225012
;;;;;;;;;;;;;;;5650841233;Storlisetra;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/10568/storlisetra;63,1843962;9,0114048
;;;;;;;;;;;;;;;5903505082;Hardbakkhytta;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/hardbakkhytta;63,0996837;8,7647845
;;;;;;;;;;;;;;;6018924885;Fuglemyrhytta;DNT Oslo og Omegn;ubetjent;;59,9782303;10,6953204
;;;;;;;;;;;;;;;6135572234;Torvedalshytta;Voss Utferdslag;selvbetjent;https://ut.no/hytte/torvedalshytta;60,8232026;6,3321234
;;;;;;;;;;;;;;;6135572239;Tvinnestølen;Voss Utferdslag;ubetjent;https://ut.no/hytte/tvinnestoelen;60,7368093;6,3645363
;;;;;;;;;;;;;;;6137075984;Trollvassbu;Troms Turlag;ubetjent;https://ut.no/hytte/trollvassbu;69,7369921;19,490023
;;;;;;;;;;;;;;;6137347484;Fjellhov;Nord-Trøndelag Turistforening;ubetjent;https://ut.no/hytte/fjellhov;63,662741;10,903271
;;;;;;;;;;;;;;;6282702618;Fellvasstua;Bodø og Omegns Turistforening;ubetjent;https://ut.no/hytte/fellvasstua;66,8608989;14,1555149
;;;;;;;;;;;;;;;6710835200;Beiarstua;Bodø og Omegns Turistforening;ubetjent;https://ut.no/hytte/beiarstua;66,8574364;14,6904496
;;;;;;;;;;;;;;;7055984682;Volahytta;Voss Utferdslag;selvbetjent;https://ut.no/hytte/volahytta;60,7392593;6,3054696
;;;;;;;;;;;;;;;7292497840;Nørdstedalseter;DNT Oslo og Omegn;betjent;https://ut.no/hytte/noerdstedalseter;61,6426606;7,7903755
;;;;;;;;;;;;;;;7621468648;Nonsbu;Troms Turlag;ubetjent;https://ut.no/hytte/nonsbu;69,7048193;19,3154093
;;;;;;;;;;;;;;;8530799545;Taumevatn;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/taumevatn;59,103043;6,987115
;;;;;;;;;;;;;;;8530799556;Heibergtunet Storevatn;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/heibergtunet-storevatn;59,147931;7,022245
;;;;;;;;;;;;;;;8741100798;Langavatn;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/langavatn;58,9916203;6,6147382
;;;;;;;;;;;;;;;9016113976;Kaldavasshytta;Voss Utferdslag;ubetjent;https://ut.no/hytte/kaldavasshytta;60,7022184;7,0787383
;;;;;;;;;;;;;;;9112739913;Tyssevassbu;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/tyssevassbu;60,1561425;6,8418495
;;;;;;;;;;;;;;;9112799590;Reinaskorsbu;Bergen Turlag;selvbetjent;;60,1301761;6,7562665
;;;;;;;;;;;;;;;9132777016;Selhamar;Bergen Turlag;selvbetjent;https://ut.no/hytte/selhamar;60,9136755;6,2630249
;;;;;;;;;;;;;;;9132921981;Norddalshytten;Bergen Turlag;selvbetjent;https://ut.no/hytte/norddalshytten;61,0148023;5,9956436
;;;;;;;;;;;;;;;9175855991;Katnosdammen;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/10778/katnosdammen;60,1474386;10,5916919
;;;;;;;;;;;;;;;9654304928;Geiterygghytta;DNT Oslo og Omegn;betjent;https://ut.no/hytte/10808;60,7008348;7,603477
;;;;;;;;;;;;;;;9809293373;Trollheimshytta;Trondhjems Turistforening;betjent;https://ut.no/hytte/trollheimshytta;62,828999;9,2398228
;;;;;;;;;;;;;;;9809293378;Jøldalshytta;Trondhjems Turistforening;betjent;https://ut.no/hytte/joeldalshytta;62,8623199;9,5089021
;;;;;;;;;;;;;;;9809293382;Glitterheim;DNT Oslo og Omegn;betjent;https://ut.no/hytte/glitterheim;61,6226325;8,6327313
;;;;;;;;;;;;;;;9809293383;Snøheim;DNT Oslo og Omegn;betjent;https://ut.no/hytte/10917;62,2942397;9,3508918
;;;;;;;;;;;;;;;9810681362;Geitungen fyr;Haugesund Turistforening;ubetjent;https://ut.no/hytte/geitungen-fyr;59,1319709;5,2426431
;;;;;;;;;;;;;;;9810716499;Goldahytta;Troms Turlag;ubetjent;https://ut.no/hytte/goldahytta;69,0735076;20,50243
;;;;;;;;;;;;;;;9886486078;Tomannsbu;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/tomannsbu;58,831162;6,643555
;;;;;;;;;;;;;;;9951248453;Velleseter;Ålesund-Sunnmøre Turistforening;ubetjent;https://ut.no/hytte/velleseter;62,268003;6,6704915
;;;;;;;;;;;;;;;9953892573;Sandvatn;Stavanger Turistforening;ubetjent;https://ut.no/hytte/sandvatn;58,9542616;6,6508131
;;;;;;;;;;;;;;;11177648171;Munkebu;Lofoten Turlag;ubetjent;https://ut.no/hytte/munkebu;67,9275276;13,0035016
;;;;;;;;;;;;;;;12756595187;Nye Høgevarde;DNT Drammen og Omegn;selvbetjent;https://ut.no/hytte/101266/hgevarde-nye;60,2925718;9,4604507
;;;;;;;;;;;;;;;12798384665;Gautelishytta;Narvik og Omegn Turistforening;ubetjent;https://ut.no/hytte/gautelishytta;68,0389216;17,8377463
;;;;;;;;;;;;;;;12801124335;Cunojávrihytta;Narvik og Omegn Turistforening;ubetjent;https://ut.no/hytte/cunoj%C3%A1vrihytta;68,1977355;18,0842547
;;;;;;;;;;;;;;;12801170419;Dividalshytta;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/dividalshytta;68,6751673;19,8233358
;;;;;;;;;;;;;;;12801170420;Vuomahytta;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/vuomahytta;68,6723093;19,486332
;;;;;;;;;;;;;;;12801187428;Røysvatnhytta;Narvik og Omegn Turistforening;ubetjent;https://ut.no/hytte/roeysvatn;67,9605544;16,8332562
;;;;;;;;;;;;;;;12801189403;Gaskashytta;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/gaskashytta;68,6588825;19,1203529
;;;;;;;;;;;;;;;12801189404;Altevasshytta;Troms Turlag;ubetjent;https://ut.no/hytte/altevasshytta;68,6633431;18,8907547
;;;;;;;;;;;;;;;12801189405;Lappjordhytta;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/lappjordhytta;68,5138739;18,6316452
;;;;;;;;;;;;;;;12801260925;Sorjushytta;Sulitjelma og Omegn Turistforening;ubetjent;https://ut.no/hytte/sorjushytta;67,2067955;16,2560849
;;;;;;;;;;;;;;;12802270079;Bojobæskihytta;Alta og Omegn Turlag;ubetjent;https://ut.no/hytte/bojobaeskihytta-%28bojobeaskihytta%29;69,7919568;24,17615
;;;;;;;;;;;;;;;12804439597;Nutevasshytta;Aust-Agder Turistforening;selvbetjent;https://ut.no/hytte/nutevasshytta;59,106684;7,8172173
;;;;;;;;;;;;;;;12804468457;Gaustatoppen Turisthytte;DNT Telemark;betjent;https://ut.no/hytte/101065/gaustatoppen-turisthytte;59,8504041;8,6555911
;;;;;;;;;;;;;;;12804487549;Trollsvannstua;Tønsberg og Omegn Turistforening;ubetjent;https://ut.no/hytte/trollsvannstua;59,3577914;10,030698
;;;;;;;;;;;;;;;12804494998;Sandvasshytta;Haugesund Turistforening;selvbetjent;https://ut.no/hytte/10187/sandvasshytta;59,790206;6,3068527
;;;;;;;;;;;;;;;12804502308;Patchellhytta;Ålesund-Sunnmøre Turistforening;selvbetjent;https://ut.no/hytte/patchellhytta;62,2114725;6,7199313
;;;;;;;;;;;;;;;12804504305;Rembesdalseter;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/rembesdalseter;60,5341892;7,2702246
;;;;;;;;;;;;;;;12804511784;Jashaugbu;DNT;ubetjent;https://ut.no/hytte/jashaugbu;60,9793846;6,737706
;;;;;;;;;;;;;;;12804520589;Åsedalen;Bergen Turlag;selvbetjent;https://ut.no/hytte/aasedalen;60,9655261;6,2208312
;;;;;;;;;;;;;;;12804524713;Vardadalsbu;Bergen Turlag;selvbetjent;https://ut.no/hytte/10340/vardadalsbu;60,9466296;5,889963
;;;;;;;;;;;;;;;12804531429;Hadlaskard;Bergen Turlag;selvbetjent;https://ut.no/hytte/hadlaskard;60,2507773;7,1665373
;;;;;;;;;;;;;;;12804531431;Grøvudalshytta;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/10796;62,444085;8,9017554
;;;;;;;;;;;;;;;12804544376;Sprongdalshytta;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/sprongdalshytta;61,7402837;7,4884654
;;;;;;;;;;;;;;;12804561064;Solrenningen;Bergen Turlag;selvbetjent;https://ut.no/hytte/solrenningen;61,0086735;6,1309917
;;;;;;;;;;;;;;;12804564864;Toralfsbu;Harstad Turlag;ubetjent;https://ut.no/hytte/toralfsbu;68,565889;15,972117
;;;;;;;;;;;;;;;12804579605;Fogdehytta;DNT Gjøvik & Omegn;ubetjent;https://ut.no/hytte/fogdehytta;60,8042452;10,6260973
;;;;;;;;;;;;;;;12804587321;Tåkeheimen;Bodø og Omegns Turistforening;ubetjent;https://ut.no/hytte/taakeheimen;66,6941929;13,829859
;;;;;;;;;;;;;;;12804592617;Blåfjellenden;Stavanger Turistforening;ubetjent;https://ut.no/hytte/blaafjellenden;58,9283772;6,5298973
;;;;;;;;;;;;;;;12804604888;Gråtådalstua;Bodø og Omegns Turistforening;ubetjent;https://ut.no/hytte/graataadalstua;66,7870454;14,4726882
;;;;;;;;;;;;;;;12804619055;Sandsa;Stavanger Turistforening;ubetjent;https://ut.no/hytte/sandsa;59,4341413;6,5867627
